Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230408:0309,0.0,0.0,0.0,0.0,0.0,14.96,3.31,0.0
20230408:0409,0.0,0.0,0.0,0.0,0.0,14.87,3.17,0.0
20230408:0509,0.0,0.0,0.0,0.0,0.0,14.66,3.1,0.0
20230408:0609,0.0,0.0,0.0,0.0,0.0,14.52,2.9,0.0
20230408:0709,5.46,0.0,17.03,0.19,4.46,14.5,2.9,0.0
20230408:0809,120.56,47.24,128.14,2.02,17.68,15.17,2.9,0.0
20230408:0909,229.01,68.83,236.97,3.39,30.85,16.38,3.03,0.0
20230408:1009,256.54,33.84,307.61,3.8,43.71,17.24,3.03,0.0
20230408:1109,416.09,139.24,410.95,5.95,55.71,18.01,3.38,0.0
20230408:1209,616.17,428.8,396.21,8.52,65.39,18.5,3.79,0.0
20230408:1309,671.74,528.21,373.7,9.2,69.09,18.74,4.28,0.0
20230408:1409,453.35,147.19,452.2,6.45,64.09,18.62,4.28,0.0
20230408:1509,199.42,2.13,267.89,3.05,53.86,18.47,4.14,0.0
20230408:1609,93.39,0.0,136.26,1.54,41.66,18.23,4.07,0.0
20230408:1709,88.33,0.0,129.63,1.46,28.72,17.85,4.14,0.0
20230408:1809,52.77,1.9,82.37,0.95,15.52,17.38,4.21,0.0
20230408:1909,0.0,0.0,2.74,0.03,2.32,16.92,4.55,0.0
20230408:2009,0.0,0.0,0.0,0.0,0.0,16.39,4.34,0.0
20230408:2109,0.0,0.0,0.0,0.0,0.0,16.17,4.14,0.0
20230408:2209,0.0,0.0,0.0,0.0,0.0,16.02,4.14,0.0
20230408:2309,0.0,0.0,0.0,0.0,0.0,15.92,4.28,0.0
20230409:0009,0.0,0.0,0.0,0.0,0.0,15.77,4.34,0.0
20230409:0109,0.0,0.0,0.0,0.0,0.0,15.64,4.28,0.0
20230409:0209,0.0,0.0,0.0,0.0,0.0,15.53,4.14,0.0
20230409:0309,0.0,0.0,0.0,0.0,0.0,15.34,4.07,0.0
20230409:0409,0.0,0.0,0.0,0.0,0.0,15.13,4.07,0.0
20230409:0509,0.0,0.0,0.0,0.0,0.0,15.04,4.07,0.0
20230409:0609,0.0,0.0,0.0,0.0,0.0,14.99,4.0,0.0
20230409:0709,9.01,0.64,22.88,0.33,4.7,14.97,4.55,0.0
20230409:0809,141.35,86.74,119.56,2.41,17.91,15.46,4.83,0.0
20230409:0909,340.83,264.04,182.06,4.85,31.09,16.27,4.97,0.0
20230409:1009,399.3,189.95,329.92,5.59,43.97,17.12,4.9,0.0
20230409:1109,498.64,252.47,400.51,6.92,56.01,17.82,5.03,0.0
20230409:1209,590.29,351.45,427.64,8.13,65.75,18.38,5.31,0.0
20230409:1309,441.45,112.53,468.36,6.33,69.46,18.85,5.59,0.0
20230409:1409,495.33,196.68,454.71,6.95,64.36,19.02,5.79,0.0
20230409:1509,450.28,188.61,401.6,6.28,54.04,19.0,5.79,0.0
20230409:1609,498.31,426.71,223.67,6.68,41.79,18.95,5.72,0.0
20230409:1709,308.8,223.57,185.87,4.33,28.83,18.71,5.66,0.0
20230409:1809,96.01,31.87,112.59,1.62,15.63,18.31,5.79,0.0
20230409:1909,0.0,0.0,5.48,0.06,2.43,17.63,6.48,0.0
20230409:2009,0.0,0.0,0.0,0.0,0.0,16.96,6.55,0.0
20230409:2109,0.0,0.0,0.0,0.0,0.0,16.63,6.62,0.0
20230409:2209,0.0,0.0,0.0,0.0,0.0,16.56,6.55,0.0
20230409:2309,0.0,0.0,0.0,0.0,0.0,16.52,6.41,0.0
20230410:0009,0.0,0.0,0.0,0.0,0.0,16.59,6.21,0.0
20230410:0109,0.0,0.0,0.0,0.0,0.0,16.56,5.93,0.0
20230410:0209,0.0,0.0,0.0,0.0,0.0,16.67,5.93,0.0
20230410:0309,0.0,0.0,0.0,0.0,0.0,16.75,6.34,0.0
20230410:0409,0.0,0.0,0.0,0.0,0.0,16.77,6.76,0.0
20230410:0509,0.0,0.0,0.0,0.0,0.0,16.8,6.69,0.0
20230410:0609,0.0,0.0,0.0,0.0,0.0,16.92,6.34,0.0
20230410:0709,8.39,0.28,22.09,0.28,4.94,17.18,5.72,0.0
20230410:0809,118.11,41.29,131.66,2.0,18.14,18.27,5.31,0.0
20230410:0909,248.7,93.38,240.63,3.7,31.33,19.93,5.1,0.0
20230410:1009,550.04,593.99,136.46,7.66,44.23,21.33,4.83,0.0
20230410:1109,694.39,820.29,121.24,9.67,56.31,22.35,4.69,0.0
20230410:1209,755.27,891.1,148.44,10.56,66.1,23.06,4.62,0.0
20230410:1309,781.54,939.79,143.9,10.94,69.82,23.57,4.62,0.0
20230410:1409,748.42,882.73,149.14,10.41,64.62,23.84,4.76,0.0
20230410:1509,661.55,742.2,154.61,9.08,54.21,23.78,5.17,0.0
20230410:1609,522.82,545.89,151.66,7.15,41.92,23.35,5.52,0.0
20230410:1709,337.06,320.59,133.85,4.79,28.94,22.64,5.93,0.0
20230410:1809,123.64,96.38,95.58,2.17,15.73,21.55,6.41,0.0
20230410:1909,0.23,0.0,6.39,0.07,2.54,20.54,7.24,0.0
20230410:2009,0.0,0.0,0.0,0.0,0.0,19.41,7.24,0.0
20230410:2109,0.0,0.0,0.0,0.0,0.0,18.78,7.1,0.0
20230410:2209,0.0,0.0,0.0,0.0,0.0,18.35,7.03,0.0
20230410:2309,0.0,0.0,0.0,0.0,0.0,18.01,6.62,0.0
20230411:0009,0.0,0.0,0.0,0.0,0.0,17.82,6.28,0.0
20230411:0109,0.0,0.0,0.0,0.0,0.0,17.7,5.59,0.0
20230411:0209,0.0,0.0,0.0,0.0,0.0,17.43,5.03,0.0
20230411:0309,0.0,0.0,0.0,0.0,0.0,17.28,4.9,0.0
20230411:0409,0.0,0.0,0.0,0.0,0.0,17.22,5.38,0.0
20230411:0509,0.0,0.0,0.0,0.0,0.0,17.15,5.79,0.0
20230411:0609,0.0,0.0,0.0,0.0,0.0,17.05,6.07,0.0
20230411:0709,10.62,1.48,25.47,0.44,5.17,17.11,5.52,0.0
20230411:0809,119.73,40.11,134.39,2.02,18.37,17.89,5.24,0.0
20230411:0909,309.4,195.47,214.97,4.51,31.57,19.24,5.59,0.0
20230411:1009,485.76,376.85,260.96,6.75,44.48,20.23,5.86,0.0
20230411:1109,625.05,554.32,275.27,8.59,56.6,20.92,6.0,0.0
20230411:1209,758.83,855.79,168.84,10.44,66.45,21.64,5.86,0.0
20230411:1309,736.9,732.21,267.66,10.16,70.19,22.16,5.66,0.0
20230411:1409,488.46,201.75,453.66,7.0,64.88,22.42,5.1,0.0
20230411:1509,572.44,455.49,314.89,7.93,54.39,22.49,4.69,0.0
20230411:1609,353.37,151.71,321.1,5.08,42.05,22.42,4.76,0.0
20230411:1709,134.51,8.07,182.99,2.15,29.05,22.12,4.83,0.0
20230411:1809,119.91,82.45,102.79,2.1,15.84,21.39,5.1,0.0
20230411:1909,1.31,0.0,9.13,0.11,2.65,19.91,6.21,0.0
20230411:2009,0.0,0.0,0.0,0.0,0.0,18.95,5.52,0.0
20230411:2109,0.0,0.0,0.0,0.0,0.0,18.77,5.17,0.0
20230411:2209,0.0,0.0,0.0,0.0,0.0,18.81,5.45,0.0
20230411:2309,0.0,0.0,0.0,0.0,0.0,18.75,5.59,0.0
20230412:0009,0.0,0.0,0.0,0.0,0.0,18.57,5.17,0.0
20230412:0109,0.0,0.0,0.0,0.0,0.0,18.28,4.21,0.0
20230412:0209,0.0,0.0,0.0,0.0,0.0,18.01,3.38,0.0
20230412:0309,0.0,0.0,0.0,0.0,0.0,17.89,3.52,0.0
20230412:0409,0.0,0.0,0.0,0.0,0.0,18.03,4.76,0.0
20230412:0509,0.0,0.0,0.0,0.0,0.0,18.24,6.28,0.0
20230412:0609,0.0,0.0,0.0,0.0,0.0,18.18,7.59,0.0
20230412:0709,9.35,2.8,23.29,0.53,5.4,17.94,5.31,0.0
20230412:0809,157.76,148.15,89.12,2.88,18.6,18.45,5.52,0.0
20230412:0909,368.9,361.97,125.84,5.37,31.8,19.41,5.86,0.0
20230412:1009,552.55,584.22,140.83,7.66,44.73,20.38,6.0,0.0
20230412:1109,670.24,713.54,179.04,9.23,56.89,20.84,5.66,0.0
20230412:1209,779.87,923.18,129.13,10.75,66.8,21.06,5.79,0.0
20230412:1309,748.59,755.22,251.06,10.25,70.55,21.31,6.34,0.0
20230412:1409,754.15,839.16,170.22,10.25,65.13,21.56,6.83,0.0
20230412:1509,672.9,736.86,153.88,9.08,54.55,21.49,6.97,0.0
20230412:1609,481.5,400.38,230.78,6.56,42.17,21.23,7.17,0.0
20230412:1709,307.85,233.47,177.13,4.39,29.16,20.53,6.83,0.0
20230412:1809,117.99,76.08,104.36,2.06,15.94,19.81,6.55,0.0
20230412:1909,0.57,0.0,7.3,0.09,2.77,18.99,5.59,0.0
20230412:2009,0.0,0.0,0.0,0.0,0.0,18.13,5.72,0.0
20230412:2109,0.0,0.0,0.0,0.0,0.0,17.67,6.48,0.0
20230412:2209,0.0,0.0,0.0,0.0,0.0,17.36,6.83,0.0
20230412:2309,0.0,0.0,0.0,0.0,0.0,17.04,6.14,0.0
20230413:0009,0.0,0.0,0.0,0.0,0.0,16.88,4.9,0.0
20230413:0109,0.0,0.0,0.0,0.0,0.0,16.96,4.14,0.0
20230413:0209,0.0,0.0,0.0,0.0,0.0,16.86,4.0,0.0
20230413:0309,0.0,0.0,0.0,0.0,0.0,16.63,4.28,0.0
20230413:0409,0.0,0.0,0.0,0.0,0.0,16.39,4.83,0.0
20230413:0509,0.0,0.0,0.0,0.0,0.0,16.31,5.45,0.0
20230413:0609,0.0,0.0,0.0,0.0,0.0,16.25,6.14,0.0
20230413:0709,10.52,2.93,24.93,0.56,5.63,16.12,6.21,0.0
20230413:0809,161.44,144.48,94.55,2.92,18.82,16.43,6.14,0.0
20230413:0909,346.04,267.22,185.59,5.0,32.03,17.32,6.28,0.0
20230413:1009,394.0,173.87,338.75,5.57,44.98,18.07,6.34,0.0
20230413:1109,366.27,75.13,405.07,5.3,57.17,18.83,6.55,0.0
20230413:1209,485.53,171.98,465.22,6.88,67.15,19.36,6.69,0.0
20230413:1309,713.38,608.22,337.74,9.71,70.91,19.62,6.83,0.0
20230413:1409,693.72,604.55,312.81,9.4,65.38,19.92,7.03,0.0
20230413:1509,594.18,467.91,310.47,8.05,54.72,19.95,7.24,0.0
20230413:1609,353.26,138.03,324.71,5.0,42.3,19.74,7.45,0.0
20230413:1709,192.47,41.83,218.78,2.9,29.26,19.21,7.66,0.0
20230413:1809,79.41,13.43,107.13,1.37,16.05,18.5,7.72,0.0
20230413:1909,0.0,0.0,4.56,0.05,2.88,17.73,7.79,0.0
20230413:2009,0.0,0.0,0.0,0.0,0.0,17.06,7.59,0.0
20230413:2109,0.0,0.0,0.0,0.0,0.0,16.84,7.45,0.0
20230413:2209,0.0,0.0,0.0,0.0,0.0,16.69,7.45,0.0
20230413:2309,0.0,0.0,0.0,0.0,0.0,16.56,7.31,0.0
20230414:0009,0.0,0.0,0.0,0.0,0.0,16.44,7.31,0.0
20230414:0109,0.0,0.0,0.0,0.0,0.0,16.35,7.17,0.0
20230414:0209,0.0,0.0,0.0,0.0,0.0,16.26,7.1,0.0
20230414:0309,0.0,0.0,0.0,0.0,0.0,16.11,7.03,0.0
20230414:0409,0.0,0.0,0.0,0.0,0.0,15.9,7.03,0.0
20230414:0509,0.0,0.0,0.0,0.0,0.0,15.67,7.17,0.0
20230414:0609,0.0,0.0,0.0,0.0,0.0,15.5,7.24,0.0
20230414:0709,14.63,0.68,31.5,0.41,5.86,15.29,7.31,0.0
20230414:0809,83.17,5.0,117.3,1.39,19.05,15.59,7.17,0.0
20230414:0909,82.47,0.0,121.12,1.37,32.25,16.26,6.97,0.0
20230414:1009,154.31,0.0,211.01,2.38,45.22,17.16,6.9,0.0
20230414:1109,217.01,2.05,287.74,3.27,57.45,17.82,6.83,0.0
20230414:1209,218.44,1.04,291.48,3.3,67.49,18.4,6.55,0.0
20230414:1309,396.45,66.91,454.06,5.76,71.26,19.0,6.34,0.0
20230414:1409,273.5,9.42,354.42,4.09,65.63,19.38,6.21,0.0
20230414:1509,352.05,70.77,392.71,5.11,54.88,19.33,6.14,0.0
20230414:1609,244.45,29.74,296.0,3.63,42.42,19.13,6.34,0.0
20230414:1709,173.74,25.74,211.27,2.65,29.37,18.76,6.48,0.0
20230414:1809,65.85,5.31,96.57,1.15,16.15,18.15,6.34,0.0
20230414:1909,0.0,0.0,5.48,0.06,2.99,17.22,6.28,0.0
20230414:2009,0.0,0.0,0.0,0.0,0.0,16.52,6.14,0.0
20230414:2109,0.0,0.0,0.0,0.0,0.0,16.16,6.14,0.0
20230414:2209,0.0,0.0,0.0,0.0,0.0,15.96,6.14,0.0
20230414:2309,0.0,0.0,0.0,0.0,0.0,15.79,6.0,0.0
20230415:0009,0.0,0.0,0.0,0.0,0.0,15.65,5.93,0.0
20230415:0109,0.0,0.0,0.0,0.0,0.0,15.54,5.93,0.0
20230415:0209,0.0,0.0,0.0,0.0,0.0,15.45,6.0,0.0
20230415:0309,0.0,0.0,0.0,0.0,0.0,15.4,6.0,0.0
20230415:0409,0.0,0.0,0.0,0.0,0.0,15.37,6.0,0.0
20230415:0509,0.0,0.0,0.0,0.0,0.0,15.38,6.07,0.0
20230415:0609,0.0,0.0,0.0,0.0,0.0,15.34,6.0,0.0
20230415:0709,14.76,3.85,31.17,0.63,6.08,15.42,5.79,0.0
20230415:0809,157.18,111.7,117.06,2.78,19.26,16.02,5.72,0.0
20230415:0909,346.19,260.77,192.61,5.04,32.47,17.06,5.59,0.0
20230415:1009,533.7,486.69,209.59,7.44,45.46,18.28,5.38,0.0
20230415:1109,684.85,731.0,178.14,9.49,57.72,19.36,5.31,0.0
20230415:1209,778.11,905.42,145.96,10.83,67.83,20.15,5.17,0.0
20230415:1309,807.74,966.29,133.12,11.26,71.61,20.65,5.17,0.0
20230415:1409,773.05,906.36,139.35,10.71,65.87,20.91,5.38,0.0
20230415:1509,680.63,762.27,145.81,9.35,55.04,20.9,5.52,0.0
20230415:1609,536.16,563.7,142.84,7.38,42.54,20.79,5.59,0.0
20230415:1709,354.22,363.08,110.38,5.12,29.47,20.44,5.66,0.0
20230415:1809,119.48,75.32,107.44,2.13,16.25,19.85,5.52,0.0
20230415:1909,3.51,0.0,13.69,0.16,3.1,18.81,6.07,0.0
20230415:2009,0.0,0.0,0.0,0.0,0.0,17.95,6.28,0.0
20230415:2109,0.0,0.0,0.0,0.0,0.0,17.45,6.34,0.0
20230415:2209,0.0,0.0,0.0,0.0,0.0,17.18,6.62,0.0
20230415:2309,0.0,0.0,0.0,0.0,0.0,16.97,6.83,0.0
20230416:0009,0.0,0.0,0.0,0.0,0.0,16.86,6.9,0.0
20230416:0109,0.0,0.0,0.0,0.0,0.0,16.72,6.62,0.0
20230416:0209,0.0,0.0,0.0,0.0,0.0,16.57,6.34,0.0
20230416:0309,0.0,0.0,0.0,0.0,0.0,16.5,6.14,0.0
20230416:0409,0.0,0.0,0.0,0.0,0.0,16.37,6.0,0.0
20230416:0509,0.0,0.0,0.0,0.0,0.0,16.34,5.79,0.0
20230416:0609,0.0,0.0,0.0,0.0,0.0,16.32,5.52,0.0
20230416:0709,11.91,6.66,26.46,0.76,6.3,16.34,4.83,0.0
20230416:0809,135.3,52.57,142.21,2.3,19.48,16.98,4.69,0.0
20230416:0909,385.27,392.54,116.76,5.72,32.69,18.19,4.41,0.0
20230416:1009,506.27,422.25,246.12,7.17,45.69,19.35,4.28,0.0
20230416:1109,693.59,796.9,140.12,9.81,57.99,20.39,4.07,0.0
20230416:1209,773.97,932.65,132.24,11.01,68.16,20.95,3.93,0.0
20230416:1309,779.13,916.66,160.82,11.07,71.96,21.18,3.79,0.0
20230416:1409,515.99,240.18,456.06,7.44,66.11,21.32,3.72,0.0
20230416:1509,287.9,27.9,360.3,4.34,55.2,21.29,3.79,0.0
20230416:1609,184.56,5.08,249.09,2.86,42.66,21.07,4.0,0.0
20230416:1709,210.19,58.69,227.9,3.18,29.58,20.63,4.41,0.0
20230416:1809,126.28,94.43,100.53,2.3,16.36,19.91,4.69,0.0
20230416:1909,3.99,0.0,14.6,0.17,3.21,18.76,4.69,0.0
20230416:2009,0.0,0.0,0.0,0.0,0.0,17.99,4.62,0.0
20230416:2109,0.0,0.0,0.0,0.0,0.0,17.51,4.41,0.0
20230416:2209,0.0,0.0,0.0,0.0,0.0,17.23,4.41,0.0
20230416:2309,0.0,0.0,0.0,0.0,0.0,17.09,4.28,0.0
20230417:0009,0.0,0.0,0.0,0.0,0.0,16.92,4.07,0.0
20230417:0109,0.0,0.0,0.0,0.0,0.0,16.67,3.72,0.0
20230417:0209,0.0,0.0,0.0,0.0,0.0,16.51,3.45,0.0
20230417:0309,0.0,0.0,0.0,0.0,0.0,16.38,3.24,0.0
20230417:0409,0.0,0.0,0.0,0.0,0.0,16.22,3.03,0.0
20230417:0509,0.0,0.0,0.0,0.0,0.0,16.09,2.83,0.0
20230417:0609,0.0,0.0,0.0,0.0,0.0,16.07,2.62,0.0
20230417:0709,17.17,4.24,34.7,0.68,6.52,15.96,2.28,0.0
20230417:0809,163.69,136.18,105.86,3.0,19.69,16.74,2.48,0.0
20230417:0909,361.25,322.1,159.33,5.41,32.91,17.8,2.62,0.0
20230417:1009,574.97,674.06,99.03,8.32,45.92,18.78,2.34,0.0
20230417:1109,674.12,791.29,139.8,9.78,58.26,19.68,2.0,0.0
20230417:1209,462.28,160.64,469.56,6.85,68.49,20.19,1.72,0.0
20230417:1309,179.44,0.0,248.86,2.81,72.31,20.45,1.72,0.0
20230417:1409,77.29,0.0,117.33,1.32,66.35,20.57,1.79,0.0
20230417:1509,93.54,0.0,138.15,1.56,55.35,20.34,1.93,0.0
20230417:1609,133.61,0.0,189.24,2.14,42.78,20.11,2.14,0.0
20230417:1709,142.58,9.72,190.56,2.25,29.68,19.77,2.48,0.0
20230417:1809,77.24,10.28,107.89,1.35,16.46,19.2,2.83,0.0
20230417:1909,4.48,0.0,15.51,0.18,3.32,18.71,2.97,0.0
20230417:2009,0.0,0.0,0.0,0.0,0.0,17.94,2.76,0.0
20230417:2109,0.0,0.0,0.0,0.0,0.0,17.61,2.83,0.0
20230417:2209,0.0,0.0,0.0,0.0,0.0,17.37,2.9,0.0
20230417:2309,0.0,0.0,0.0,0.0,0.0,17.14,2.83,0.0
20230418:0009,0.0,0.0,0.0,0.0,0.0,16.95,2.83,0.0
20230418:0109,0.0,0.0,0.0,0.0,0.0,16.73,2.9,0.0
20230418:0209,0.0,0.0,0.0,0.0,0.0,16.58,2.97,0.0
20230418:0309,0.0,0.0,0.0,0.0,0.0,16.52,3.1,0.0
20230418:0409,0.0,0.0,0.0,0.0,0.0,16.47,3.38,0.0
20230418:0509,0.0,0.0,0.0,0.0,0.0,16.43,3.72,0.0
20230418:0609,0.0,0.0,0.0,0.0,0.0,16.34,4.14,0.0
20230418:0709,2.38,0.0,11.35,0.13,6.73,16.47,4.07,0.0
20230418:0809,91.5,7.29,126.69,1.53,19.9,17.0,5.1,0.0
20230418:0909,291.31,142.99,241.63,4.32,33.12,18.0,5.66,0.0
20230418:1009,368.16,134.11,348.29,5.31,46.15,18.77,5.79,0.0
20230418:1109,516.67,281.48,398.42,7.3,58.52,19.39,5.66,0.0
20230418:1209,610.12,397.35,412.87,8.56,68.81,19.76,5.59,0.0
20230418:1309,627.41,411.23,424.78,8.79,72.65,20.2,5.72,0.0
20230418:1409,565.46,316.22,432.49,7.94,66.58,20.28,6.07,0.0
20230418:1509,536.2,345.9,359.73,7.46,55.51,20.2,6.28,0.0
20230418:1609,491.03,425.51,216.92,6.81,42.89,20.06,6.28,0.0
20230418:1709,310.69,237.8,176.1,4.54,29.78,19.72,6.21,0.0
20230418:1809,117.81,68.67,110.53,2.12,16.56,19.16,6.14,0.0
20230418:1909,4.5,0.0,15.51,0.18,3.44,18.4,6.41,0.0
20230418:2009,0.0,0.0,0.0,0.0,0.0,17.7,6.48,0.0
20230418:2109,0.0,0.0,0.0,0.0,0.0,17.36,6.48,0.0
20230418:2209,0.0,0.0,0.0,0.0,0.0,17.19,6.48,0.0
20230418:2309,0.0,0.0,0.0,0.0,0.0,17.06,6.62,0.0
20230419:0009,0.0,0.0,0.0,0.0,0.0,16.92,6.55,0.0
20230419:0109,0.0,0.0,0.0,0.0,0.0,16.89,6.48,0.0
20230419:0209,0.0,0.0,0.0,0.0,0.0,16.76,6.48,0.0
20230419:0309,0.0,0.0,0.0,0.0,0.0,16.7,6.69,0.0
20230419:0409,0.0,0.0,0.0,0.0,0.0,16.58,6.9,0.0
20230419:0509,0.0,0.0,0.0,0.0,0.0,16.5,7.03,0.0
20230419:0609,0.0,0.0,0.0,0.0,0.0,16.42,7.1,0.0
20230419:0709,14.83,0.19,32.03,0.37,6.94,16.49,6.14,0.0
20230419:0809,114.01,20.1,143.45,1.89,20.1,16.96,6.28,0.0
20230419:0909,290.61,135.81,246.99,4.31,33.32,17.72,6.07,0.0
20230419:1009,524.85,463.75,220.73,7.4,46.37,18.66,5.72,0.0
20230419:1109,603.14,478.43,319.4,8.46,58.77,19.54,5.38,0.0
20230419:1209,682.79,594.79,323.14,9.61,69.14,20.2,4.9,0.0
20230419:1309,790.78,940.64,140.27,11.2,72.99,20.64,4.55,0.0
20230419:1409,751.34,869.56,151.53,10.58,66.8,20.76,4.55,0.0
20230419:1509,657.95,712.98,166.88,9.18,55.65,20.68,4.83,0.0
20230419:1609,498.18,454.87,201.98,6.98,43.01,20.42,5.1,0.0
20230419:1709,298.55,209.51,189.83,4.4,29.89,19.97,5.52,0.0
20230419:1809,116.28,64.6,112.23,2.09,16.66,19.3,5.79,0.0
20230419:1909,5.0,0.0,16.43,0.19,3.55,18.33,5.72,0.0
20230419:2009,0.0,0.0,0.0,0.0,0.0,17.56,5.45,0.0
20230419:2109,0.0,0.0,0.0,0.0,0.0,17.16,5.1,0.0
20230419:2209,0.0,0.0,0.0,0.0,0.0,17.01,4.9,0.0
20230419:2309,0.0,0.0,0.0,0.0,0.0,16.79,4.55,0.0
20230420:0009,0.0,0.0,0.0,0.0,0.0,16.65,4.21,0.0
20230420:0109,0.0,0.0,0.0,0.0,0.0,16.33,3.79,0.0
20230420:0209,0.0,0.0,0.0,0.0,0.0,16.21,3.52,0.0
20230420:0309,0.0,0.0,0.0,0.0,0.0,15.97,3.45,0.0
20230420:0409,0.0,0.0,0.0,0.0,0.0,15.88,3.66,0.0
20230420:0509,0.0,0.0,0.0,0.0,0.0,15.78,3.93,0.0
20230420:0609,0.0,0.0,0.0,0.0,0.0,15.73,4.0,0.0
20230420:0709,19.48,5.47,37.66,0.78,7.15,15.69,3.66,0.0
20230420:0809,167.05,134.97,109.83,3.08,20.3,16.45,3.52,0.0
20230420:0909,295.53,146.29,246.06,4.42,33.52,17.46,3.31,0.0
20230420:1009,223.76,11.75,290.02,3.4,46.58,18.43,2.97,0.0
20230420:1109,295.18,25.15,370.33,4.43,59.02,19.12,2.9,0.0
20230420:1209,672.26,587.97,330.66,9.64,69.45,19.61,3.03,0.0
20230420:1309,694.69,622.57,331.1,9.95,73.33,19.91,3.1,0.0
20230420:1409,605.85,427.32,397.57,8.69,67.03,20.05,2.9,0.0
20230420:1509,610.98,579.07,250.7,8.7,55.8,19.94,2.69,0.0
20230420:1609,534.67,600.0,118.95,7.66,43.12,19.72,2.41,0.0
20230420:1709,352.21,378.41,99.8,5.31,29.99,19.48,2.07,0.0
20230420:1809,112.42,53.13,117.8,2.02,16.76,19.0,1.66,0.0
20230420:1909,5.0,0.0,16.43,0.19,3.66,18.2,1.72,0.0
20230420:2009,0.0,0.0,0.0,0.0,0.0,17.58,2.48,0.0
20230420:2109,0.0,0.0,0.0,0.0,0.0,17.23,2.97,0.0
20230420:2209,0.0,0.0,0.0,0.0,0.0,16.96,3.31,0.0
20230420:2309,0.0,0.0,0.0,0.0,0.0,16.82,3.45,0.0
20230421:0009,0.0,0.0,0.0,0.0,0.0,16.79,3.59,0.0
20230421:0109,0.0,0.0,0.0,0.0,0.0,16.58,3.66,0.0
20230421:0209,0.0,0.0,0.0,0.0,0.0,16.38,3.38,0.0
20230421:0309,0.0,0.0,0.0,0.0,0.0,16.27,3.17,0.0
20230421:0409,0.0,0.0,0.0,0.0,0.0,16.14,3.17,0.0
20230421:0509,0.0,0.0,0.0,0.0,0.0,16.05,3.03,0.0
20230421:0609,0.0,0.0,0.0,0.0,0.0,15.89,2.55,0.0
20230421:0709,14.42,10.11,29.31,0.96,7.35,15.66,1.52,0.0
20230421:0809,177.47,195.15,72.23,3.48,20.5,16.54,1.24,0.0
20230421:0909,390.88,432.26,93.8,6.05,33.72,17.33,1.31,0.0
20230421:1009,549.11,619.41,126.09,8.13,46.8,18.41,1.31,0.0
20230421:1109,668.18,803.47,128.47,9.9,59.27,19.25,1.31,0.0
20230421:1209,656.14,591.38,323.25,9.62,69.76,19.74,1.66,0.0
20230421:1309,746.34,882.04,169.45,10.95,73.66,19.9,1.93,0.0
20230421:1409,710.66,821.38,176.47,10.4,67.25,19.99,1.72,0.0
20230421:1509,618.56,654.37,200.47,8.98,55.94,19.86,1.52,0.0
20230421:1609,514.84,572.66,128.68,7.5,43.23,19.46,1.17,0.0
20230421:1709,346.93,380.07,95.54,5.31,30.09,19.26,0.9,0.0
20230421:1809,134.72,148.72,68.32,2.72,16.87,18.77,0.55,0.0
20230421:1909,5.49,0.0,17.34,0.2,3.77,18.67,0.28,0.0
20230421:2009,0.0,0.0,0.0,0.0,0.0,17.99,0.07,0.0
20230421:2109,0.0,0.0,0.0,0.0,0.0,17.59,0.21,0.0
20230421:2209,0.0,0.0,0.0,0.0,0.0,17.33,0.41,0.0
20230421:2309,0.0,0.0,0.0,0.0,0.0,17.06,0.83,0.0
20230422:0009,0.0,0.0,0.0,0.0,0.0,16.8,1.45,0.0
20230422:0109,0.0,0.0,0.0,0.0,0.0,16.43,1.38,0.0
20230422:0209,0.0,0.0,0.0,0.0,0.0,15.93,1.1,0.0
20230422:0309,0.0,0.0,0.0,0.0,0.0,15.8,1.03,0.0
20230422:0409,0.0,0.0,0.0,0.0,0.0,15.49,1.24,0.0
20230422:0509,0.0,0.0,0.0,0.0,0.0,15.19,1.52,0.0
20230422:0609,0.0,0.0,0.0,0.0,0.0,15.1,1.93,0.0
20230422:0709,17.23,8.63,33.87,0.92,7.55,16.64,0.9,0.0
20230422:0809,174.7,190.72,73.96,3.46,20.69,17.12,0.48,0.0
20230422:0909,378.56,418.38,98.45,5.96,33.92,18.81,0.62,0.0
20230422:1009,539.19,616.24,122.81,8.09,47.0,19.89,1.1,0.0
20230422:1109,663.06,800.02,124.13,9.85,59.51,20.66,1.66,0.0
20230422:1209,724.96,874.91,145.9,10.73,70.07,21.09,2.0,0.0
20230422:1309,511.27,227.81,471.91,7.55,73.99,21.29,2.28,0.0
20230422:1409,346.92,49.02,421.13,5.24,67.46,21.29,2.41,0.0
20230422:1509,440.78,198.5,398.36,6.46,56.08,21.17,2.34,0.0
20230422:1609,481.55,459.26,190.86,6.98,43.34,21.01,2.28,0.0
20230422:1709,326.9,319.36,125.57,4.98,30.19,20.68,2.48,0.0
20230422:1809,131.36,141.53,70.03,2.67,16.97,20.18,2.69,0.0
20230422:1909,5.98,0.0,18.25,0.21,3.88,19.72,3.38,0.0
20230422:2009,0.0,0.0,0.0,0.0,0.0,19.04,3.38,0.0
