Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231015:1909,0.0,0.0,0.0,0.0,0.0,25.8,2.21,0.0
20231015:2009,0.0,0.0,0.0,0.0,0.0,25.22,2.83,0.0
20231015:2109,0.0,0.0,0.0,0.0,0.0,24.52,3.17,0.0
20231015:2209,0.0,0.0,0.0,0.0,0.0,24.02,3.17,0.0
20231015:2309,0.0,0.0,0.0,0.0,0.0,23.73,2.83,0.0
20231016:0009,0.0,0.0,0.0,0.0,0.0,23.45,2.76,0.0
20231016:0109,0.0,0.0,0.0,0.0,0.0,23.26,2.62,0.0
20231016:0209,0.0,0.0,0.0,0.0,0.0,23.01,2.55,0.0
20231016:0309,0.0,0.0,0.0,0.0,0.0,22.82,2.69,0.0
20231016:0409,0.0,0.0,0.0,0.0,0.0,22.74,2.62,0.0
20231016:0509,0.0,0.0,0.0,0.0,0.0,22.8,2.48,0.0
20231016:0609,0.0,0.0,0.0,0.0,0.0,22.82,2.48,0.0
20231016:0709,0.0,0.0,0.0,0.0,0.0,22.83,2.34,0.0
20231016:0809,124.71,74.56,100.62,1.6,13.53,23.17,2.55,0.0
20231016:0909,275.22,151.58,200.02,3.33,25.77,23.93,2.69,0.0
20231016:1009,541.42,505.08,186.26,6.09,36.94,24.84,2.69,0.0
20231016:1109,240.62,18.49,294.17,3.46,46.18,25.94,2.69,0.0
20231016:1209,428.96,156.09,397.14,5.64,51.98,26.3,2.34,0.0
20231016:1309,703.17,690.49,249.44,8.34,52.71,26.6,2.0,0.0
20231016:1409,511.25,310.01,359.03,6.35,48.09,26.83,1.66,0.0
20231016:1509,373.58,170.08,315.07,4.77,39.58,26.86,1.31,0.0
20231016:1609,450.39,456.4,134.15,4.91,28.8,26.67,0.76,0.0
20231016:1709,202.6,149.42,124.3,2.31,16.78,26.16,0.62,0.0
20231016:1809,9.0,0.0,22.81,0.27,4.07,25.61,1.59,0.0
20231016:1909,0.0,0.0,0.0,0.0,0.0,24.89,2.69,0.0
20231016:2009,0.0,0.0,0.0,0.0,0.0,24.38,2.69,0.0
20231016:2109,0.0,0.0,0.0,0.0,0.0,24.01,2.41,0.0
20231016:2209,0.0,0.0,0.0,0.0,0.0,23.56,2.07,0.0
20231016:2309,0.0,0.0,0.0,0.0,0.0,23.09,2.0,0.0
20231017:0009,0.0,0.0,0.0,0.0,0.0,22.66,2.0,0.0
20231017:0109,0.0,0.0,0.0,0.0,0.0,22.24,2.0,0.0
20231017:0209,0.0,0.0,0.0,0.0,0.0,21.67,1.86,0.0
20231017:0309,0.0,0.0,0.0,0.0,0.0,21.1,1.79,0.0
20231017:0409,0.0,0.0,0.0,0.0,0.0,20.88,1.66,0.0
20231017:0509,0.0,0.0,0.0,0.0,0.0,20.69,1.59,0.0
20231017:0609,0.0,0.0,0.0,0.0,0.0,20.14,1.79,0.0
20231017:0709,0.0,0.0,0.0,0.0,0.0,20.11,2.14,0.0
20231017:0809,174.25,156.63,83.23,1.96,13.37,21.18,2.48,0.0
20231017:0909,396.51,377.59,124.4,4.27,25.58,23.37,2.76,0.0
20231017:1009,559.89,547.63,166.06,6.22,36.71,24.65,2.9,0.0
20231017:1109,689.15,733.95,164.35,7.85,45.89,25.51,2.83,0.0
20231017:1209,729.48,750.05,210.59,8.46,51.63,25.99,2.9,0.0
20231017:1309,599.23,413.36,363.17,7.22,52.34,26.1,3.03,0.0
20231017:1409,433.91,181.25,373.02,5.52,47.74,26.03,3.24,0.0
20231017:1509,197.57,12.75,246.33,2.87,39.27,25.85,3.17,0.0
20231017:1609,258.04,102.21,229.43,3.27,28.53,25.47,3.03,0.0
20231017:1709,94.4,20.53,113.28,1.4,16.54,24.97,3.03,0.0
20231017:1809,6.25,0.0,18.25,0.21,3.85,24.26,3.17,0.0
20231017:1909,0.0,0.0,0.0,0.0,0.0,23.24,3.1,0.0
20231017:2009,0.0,0.0,0.0,0.0,0.0,22.78,3.59,0.0
20231017:2109,0.0,0.0,0.0,0.0,0.0,22.5,3.93,0.0
20231017:2209,0.0,0.0,0.0,0.0,0.0,22.21,3.79,0.0
20231017:2309,0.0,0.0,0.0,0.0,0.0,21.98,3.59,0.0
20231018:0009,0.0,0.0,0.0,0.0,0.0,21.74,3.45,0.0
20231018:0109,0.0,0.0,0.0,0.0,0.0,21.56,3.38,0.0
20231018:0209,0.0,0.0,0.0,0.0,0.0,21.39,3.24,0.0
20231018:0309,0.0,0.0,0.0,0.0,0.0,21.3,3.38,0.0
20231018:0409,0.0,0.0,0.0,0.0,0.0,21.18,3.38,0.0
20231018:0509,0.0,0.0,0.0,0.0,0.0,21.1,3.31,0.0
20231018:0609,0.0,0.0,0.0,0.0,0.0,21.04,3.1,0.0
20231018:0709,0.0,0.0,0.0,0.0,0.0,21.17,2.83,0.0
20231018:0809,182.35,171.53,79.16,2.0,13.22,21.34,2.9,0.0
20231018:0909,356.69,283.78,165.04,3.92,25.4,22.14,2.83,0.0
20231018:1009,502.98,397.92,235.0,5.66,36.48,23.0,3.03,0.0
20231018:1109,580.07,431.22,306.74,6.74,45.6,23.84,3.24,0.0
20231018:1209,244.0,11.14,302.88,3.5,51.29,24.48,3.45,0.0
20231018:1309,451.88,172.67,400.46,5.78,51.97,24.8,3.66,0.0
20231018:1409,506.63,279.87,363.99,6.14,47.39,24.8,3.45,0.0
20231018:1509,473.22,310.07,291.62,5.51,38.97,24.7,2.76,0.0
20231018:1609,420.8,358.01,177.63,4.53,28.27,24.41,2.21,0.0
20231018:1709,156.57,81.54,129.47,1.92,16.3,23.93,1.86,0.0
20231018:1809,7.39,0.0,20.08,0.24,3.63,23.43,2.28,0.0
20231018:1909,0.0,0.0,0.0,0.0,0.0,22.69,2.83,0.0
20231018:2009,0.0,0.0,0.0,0.0,0.0,22.25,3.1,0.0
20231018:2109,0.0,0.0,0.0,0.0,0.0,21.99,3.03,0.0
20231018:2209,0.0,0.0,0.0,0.0,0.0,21.78,2.69,0.0
20231018:2309,0.0,0.0,0.0,0.0,0.0,21.61,2.28,0.0
20231019:0009,0.0,0.0,0.0,0.0,0.0,21.39,2.28,0.0
20231019:0109,0.0,0.0,0.0,0.0,0.0,21.22,2.28,0.0
20231019:0209,0.0,0.0,0.0,0.0,0.0,20.98,1.93,0.0
20231019:0309,0.0,0.0,0.0,0.0,0.0,20.62,1.72,0.0
20231019:0409,0.0,0.0,0.0,0.0,0.0,20.09,1.52,0.0
20231019:0509,0.0,0.0,0.0,0.0,0.0,19.74,1.17,0.0
20231019:0609,0.0,0.0,0.0,0.0,0.0,19.96,0.9,0.0
20231019:0709,0.0,0.0,0.0,0.0,0.0,20.37,0.14,0.0
20231019:0809,165.21,141.55,87.22,1.86,13.06,20.52,0.48,0.0
20231019:0909,396.87,382.65,124.42,4.26,25.21,21.44,0.76,0.0
20231019:1009,394.06,216.38,285.94,4.79,36.25,22.3,0.9,0.0
20231019:1109,319.49,69.87,339.12,4.34,45.31,23.19,1.24,0.0
20231019:1209,105.71,0.0,146.66,1.66,50.94,23.76,1.38,0.0
20231019:1309,86.15,0.0,123.01,1.39,51.6,24.14,1.31,0.0
20231019:1409,93.75,0.0,132.47,1.5,47.05,24.3,1.1,0.0
20231019:1509,335.84,122.3,311.2,4.36,38.67,24.23,0.62,0.0
20231019:1609,366.54,258.12,209.29,4.1,28.01,23.99,1.66,0.0
20231019:1709,256.11,241.33,95.77,2.56,16.07,23.4,2.34,0.0
20231019:1809,6.86,0.0,19.16,0.22,3.42,22.71,1.86,0.0
20231019:1909,0.0,0.0,0.0,0.0,0.0,22.24,1.45,0.0
20231019:2009,0.0,0.0,0.0,0.0,0.0,22.11,1.59,0.0
20231019:2109,0.0,0.0,0.0,0.0,0.0,22.02,1.93,0.0
20231019:2209,0.0,0.0,0.0,0.0,0.0,22.06,2.14,0.0
20231019:2309,0.0,0.0,0.0,0.0,0.0,21.95,2.0,0.0
20231020:0009,0.0,0.0,0.0,0.0,0.0,21.91,1.86,0.0
20231020:0109,0.0,0.0,0.0,0.0,0.0,21.75,1.79,0.0
20231020:0209,0.0,0.0,0.0,0.0,0.0,21.54,1.72,0.0
20231020:0309,0.0,0.0,0.0,0.0,0.0,21.28,1.45,0.0
20231020:0409,0.0,0.0,0.0,0.0,0.0,21.26,1.66,0.0
20231020:0509,0.0,0.0,0.0,0.0,0.0,21.24,2.55,0.0
20231020:0609,0.0,0.0,0.0,0.0,0.0,21.38,4.0,0.0
20231020:0709,0.0,0.0,0.0,0.0,0.0,21.31,4.41,0.0
20231020:0809,52.25,5.91,74.44,0.88,12.9,21.64,5.59,0.0
20231020:0909,47.27,0.0,73.81,0.83,25.02,22.19,6.34,0.0
20231020:1009,92.08,0.0,128.69,1.45,36.01,22.86,6.48,0.0
20231020:1109,434.76,186.67,351.54,5.32,45.02,23.29,6.62,0.0
20231020:1209,317.15,47.41,349.58,4.3,50.6,23.27,6.55,0.0
20231020:1309,492.69,219.01,392.27,6.02,51.24,23.23,6.34,0.0
20231020:1409,447.55,189.77,364.82,5.47,46.71,23.16,6.28,0.0
20231020:1509,613.23,578.17,180.34,6.43,38.37,22.99,6.28,0.0
20231020:1609,334.55,198.89,216.24,3.75,27.75,22.72,6.28,0.0
20231020:1709,95.0,22.73,109.92,1.37,15.84,22.22,5.93,0.0
20231020:1809,4.73,0.0,15.51,0.18,3.21,21.71,5.45,0.0
20231020:1909,0.0,0.0,0.0,0.0,0.0,21.43,5.45,0.0
20231020:2009,0.0,0.0,0.0,0.0,0.0,21.13,5.17,0.0
20231020:2109,0.0,0.0,0.0,0.0,0.0,21.0,5.03,0.0
20231020:2209,0.0,0.0,0.0,0.0,0.0,20.92,4.76,0.0
20231020:2309,0.0,0.0,0.0,0.0,0.0,20.79,4.21,0.0
20231021:0009,0.0,0.0,0.0,0.0,0.0,20.64,3.66,0.0
20231021:0109,0.0,0.0,0.0,0.0,0.0,20.4,3.24,0.0
20231021:0209,0.0,0.0,0.0,0.0,0.0,20.22,3.03,0.0
20231021:0309,0.0,0.0,0.0,0.0,0.0,20.13,2.9,0.0
20231021:0409,0.0,0.0,0.0,0.0,0.0,20.04,2.83,0.0
20231021:0509,0.0,0.0,0.0,0.0,0.0,19.89,2.69,0.0
20231021:0609,0.0,0.0,0.0,0.0,0.0,19.78,2.48,0.0
20231021:0709,0.0,0.0,0.0,0.0,0.0,19.8,1.52,0.0
20231021:0809,138.64,98.74,93.33,1.62,12.74,19.86,1.1,0.0
20231021:0909,411.97,407.73,112.54,4.3,24.82,20.16,1.31,0.0
20231021:1009,358.04,162.27,286.69,4.38,35.78,20.78,1.79,0.0
20231021:1109,239.34,18.87,286.71,3.38,44.73,21.57,2.07,0.0
20231021:1209,225.83,7.51,281.7,3.24,50.26,21.93,2.69,0.0
20231021:1309,422.41,140.69,390.47,5.42,50.88,22.65,3.24,0.0
20231021:1409,630.05,509.35,289.24,7.07,46.38,22.98,3.66,0.0
20231021:1509,456.64,280.7,291.08,5.25,38.08,23.18,3.66,0.0
20231021:1609,469.0,462.95,126.42,4.75,27.49,23.08,3.17,0.0
20231021:1709,248.33,232.96,93.82,2.45,15.62,23.0,2.41,0.0
20231021:1809,4.7,0.0,15.51,0.18,3.01,22.47,1.59,0.0
20231021:1909,0.0,0.0,0.0,0.0,0.0,22.01,1.72,0.0
20231021:2009,0.0,0.0,0.0,0.0,0.0,21.62,1.86,0.0
20231021:2109,0.0,0.0,0.0,0.0,0.0,21.41,2.21,0.0
20231021:2209,0.0,0.0,0.0,0.0,0.0,21.4,2.9,0.0
20231021:2309,0.0,0.0,0.0,0.0,0.0,21.63,3.03,0.0
20231022:0009,0.0,0.0,0.0,0.0,0.0,21.6,2.34,0.0
20231022:0109,0.0,0.0,0.0,0.0,0.0,21.08,2.07,0.0
20231022:0209,0.0,0.0,0.0,0.0,0.0,20.74,3.59,0.0
20231022:0309,0.0,0.0,0.0,0.0,0.0,20.61,4.83,0.0
20231022:0409,0.0,0.0,0.0,0.0,0.0,20.53,5.45,0.0
20231022:0509,0.0,0.0,0.0,0.0,0.0,20.32,5.72,0.0
20231022:0609,0.0,0.0,0.0,0.0,0.0,20.29,5.38,0.0
20231022:0709,0.0,0.0,0.0,0.0,0.0,20.55,4.83,0.0
20231022:0809,94.06,40.91,92.54,1.27,12.57,20.62,5.1,0.0
20231022:0909,59.83,0.0,88.94,1.0,24.63,21.01,5.66,0.0
20231022:1009,283.28,77.03,275.96,3.65,35.54,21.45,5.59,0.0
20231022:1109,261.44,29.05,300.2,3.6,44.44,22.1,5.31,0.0
20231022:1209,604.24,400.94,352.88,6.95,49.92,22.19,5.03,0.0
20231022:1309,420.33,134.91,388.01,5.34,50.52,22.41,4.97,0.0
20231022:1409,507.1,274.18,355.7,5.96,46.05,22.44,5.03,0.0
20231022:1509,429.6,231.11,299.66,4.97,37.79,22.23,5.31,0.0
20231022:1609,334.01,200.07,214.07,3.71,27.24,21.95,5.38,0.0
20231022:1709,180.88,117.79,119.93,1.99,15.39,21.82,5.38,0.0
20231022:1809,0.0,0.0,1.83,0.02,2.8,21.39,5.45,0.0
20231022:1909,0.0,0.0,0.0,0.0,0.0,20.48,3.93,0.0
20231022:2009,0.0,0.0,0.0,0.0,0.0,20.25,4.28,0.0
20231022:2109,0.0,0.0,0.0,0.0,0.0,19.94,4.69,0.0
20231022:2209,0.0,0.0,0.0,0.0,0.0,19.84,4.62,0.0
20231022:2309,0.0,0.0,0.0,0.0,0.0,19.83,4.41,0.0
20231023:0009,0.0,0.0,0.0,0.0,0.0,19.83,4.62,0.0
20231023:0109,0.0,0.0,0.0,0.0,0.0,19.39,5.03,0.0
20231023:0209,0.0,0.0,0.0,0.0,0.0,19.18,5.45,0.0
20231023:0309,0.0,0.0,0.0,0.0,0.0,19.02,5.24,0.0
20231023:0409,0.0,0.0,0.0,0.0,0.0,18.93,4.9,0.0
20231023:0509,0.0,0.0,0.0,0.0,0.0,18.94,4.69,0.0
20231023:0609,0.0,0.0,0.0,0.0,0.0,19.04,4.62,0.0
20231023:0709,0.0,0.0,0.0,0.0,0.0,18.92,4.0,0.0
20231023:0809,83.17,30.69,88.31,1.16,12.41,19.14,3.93,0.0
20231023:0909,375.41,313.64,149.54,3.89,24.43,19.7,4.28,0.0
20231023:1009,433.51,261.9,270.41,4.9,35.3,20.43,4.62,0.0
20231023:1109,417.9,164.86,350.83,5.13,44.15,21.26,5.1,0.0
20231023:1209,422.41,138.77,383.76,5.32,49.58,21.79,5.52,0.0
20231023:1309,720.66,630.21,272.52,7.9,50.17,22.21,5.66,0.0
20231023:1409,714.79,681.16,210.35,7.62,45.72,22.19,5.86,0.0
20231023:1509,622.89,594.28,173.37,6.41,37.5,22.21,6.34,0.0
20231023:1609,416.17,333.75,177.39,4.24,26.99,21.84,6.48,0.0
20231023:1709,257.44,239.83,91.91,2.43,15.17,21.31,6.62,0.0
20231023:1809,1.83,0.0,10.04,0.12,2.61,20.57,6.55,0.0
20231023:1909,0.0,0.0,0.0,0.0,0.0,20.52,5.31,0.0
20231023:2009,0.0,0.0,0.0,0.0,0.0,20.14,5.31,0.0
20231023:2109,0.0,0.0,0.0,0.0,0.0,19.94,5.52,0.0
20231023:2209,0.0,0.0,0.0,0.0,0.0,19.74,5.45,0.0
20231023:2309,0.0,0.0,0.0,0.0,0.0,19.62,5.1,0.0
20231024:0009,0.0,0.0,0.0,0.0,0.0,19.63,4.76,0.0
20231024:0109,0.0,0.0,0.0,0.0,0.0,19.55,4.34,0.0
20231024:0209,0.0,0.0,0.0,0.0,0.0,19.44,4.07,0.0
20231024:0309,0.0,0.0,0.0,0.0,0.0,19.34,3.86,0.0
20231024:0409,0.0,0.0,0.0,0.0,0.0,19.25,3.86,0.0
20231024:0509,0.0,0.0,0.0,0.0,0.0,19.15,4.14,0.0
20231024:0609,0.0,0.0,0.0,0.0,0.0,19.21,4.69,0.0
20231024:0709,0.0,0.0,0.0,0.0,0.0,19.28,5.24,0.0
20231024:0809,131.22,88.6,92.0,1.52,12.24,19.51,5.38,0.0
20231024:0909,399.15,360.48,130.16,4.03,24.24,20.19,5.59,0.0
20231024:1009,578.47,544.49,165.79,6.0,35.07,20.94,5.45,0.0
20231024:1109,552.79,360.34,321.62,6.24,43.86,21.55,5.59,0.0
20231024:1209,772.47,774.93,194.17,8.31,49.24,21.91,5.72,0.0
20231024:1309,739.59,671.91,253.98,8.02,49.82,22.1,5.86,0.0
20231024:1409,489.29,245.53,358.39,5.76,45.4,22.12,5.93,0.0
20231024:1509,417.46,213.53,300.45,4.83,37.22,22.01,6.0,0.0
20231024:1609,282.88,133.24,219.12,3.3,26.75,21.86,6.14,0.0
20231024:1709,151.65,82.44,118.99,1.76,14.96,21.47,6.21,0.0
20231024:1809,0.0,0.0,3.65,0.04,2.41,20.94,6.07,0.0
20231024:1909,0.0,0.0,0.0,0.0,0.0,20.46,5.86,0.0
20231024:2009,0.0,0.0,0.0,0.0,0.0,20.22,5.93,0.0
20231024:2109,0.0,0.0,0.0,0.0,0.0,20.07,5.79,0.0
20231024:2209,0.0,0.0,0.0,0.0,0.0,19.91,5.52,0.0
20231024:2309,0.0,0.0,0.0,0.0,0.0,19.78,5.17,0.0
20231025:0009,0.0,0.0,0.0,0.0,0.0,19.63,5.1,0.0
20231025:0109,0.0,0.0,0.0,0.0,0.0,19.7,5.03,0.0
20231025:0209,0.0,0.0,0.0,0.0,0.0,19.62,4.9,0.0
20231025:0309,0.0,0.0,0.0,0.0,0.0,19.54,4.83,0.0
20231025:0409,0.0,0.0,0.0,0.0,0.0,19.56,4.62,0.0
20231025:0509,0.0,0.0,0.0,0.0,0.0,19.61,4.48,0.0
20231025:0609,0.0,0.0,0.0,0.0,0.0,19.58,4.55,0.0
20231025:0709,0.0,0.0,0.0,0.0,0.0,19.52,5.1,0.0
20231025:0809,55.8,9.45,74.98,0.9,12.07,19.8,5.1,0.0
20231025:0909,388.36,337.0,141.9,3.94,24.04,20.59,5.38,0.0
20231025:1009,422.95,246.21,273.78,4.8,34.83,21.28,5.31,0.0
20231025:1109,542.72,345.18,326.99,6.17,43.57,22.07,5.31,0.0
20231025:1209,776.18,795.6,186.05,8.38,48.91,22.67,5.31,0.0
20231025:1309,779.22,791.68,195.34,8.41,49.47,22.94,5.38,0.0
20231025:1409,720.26,702.08,203.08,7.66,45.07,23.02,5.52,0.0
20231025:1509,566.47,471.45,230.55,5.96,36.94,22.98,5.72,0.0
20231025:1609,333.93,202.54,212.49,3.66,26.51,22.74,5.86,0.0
20231025:1709,126.43,56.12,115.37,1.58,14.75,22.42,5.93,0.0
20231025:1809,0.97,0.0,8.21,0.1,2.22,21.97,6.0,0.0
20231025:1909,0.0,0.0,0.0,0.0,0.0,21.54,6.07,0.0
20231025:2009,0.0,0.0,0.0,0.0,0.0,21.3,6.07,0.0
20231025:2109,0.0,0.0,0.0,0.0,0.0,21.22,5.93,0.0
20231025:2209,0.0,0.0,0.0,0.0,0.0,21.14,5.72,0.0
20231025:2309,0.0,0.0,0.0,0.0,0.0,21.06,5.45,0.0
20231026:0009,0.0,0.0,0.0,0.0,0.0,20.83,4.9,0.0
20231026:0109,0.0,0.0,0.0,0.0,0.0,20.66,4.55,0.0
20231026:0209,0.0,0.0,0.0,0.0,0.0,20.53,4.28,0.0
20231026:0309,0.0,0.0,0.0,0.0,0.0,20.48,4.07,0.0
20231026:0409,0.0,0.0,0.0,0.0,0.0,20.36,4.21,0.0
20231026:0509,0.0,0.0,0.0,0.0,0.0,20.38,4.41,0.0
20231026:0609,0.0,0.0,0.0,0.0,0.0,20.35,4.62,0.0
20231026:0709,0.0,0.0,0.0,0.0,0.0,20.39,4.83,0.0
20231026:0809,77.32,27.12,85.19,1.1,11.9,20.68,5.31,0.0
20231026:0909,154.72,28.85,172.89,2.14,23.84,21.24,5.66,0.0
20231026:1009,262.81,61.53,267.75,3.44,34.59,21.91,5.93,0.0
20231026:1109,223.76,12.84,271.93,3.16,43.28,22.55,6.0,0.0
20231026:1209,434.73,155.63,383.47,5.42,48.58,22.74,5.93,0.0
20231026:1309,409.9,126.67,382.85,5.2,49.13,22.98,5.86,0.0
20231026:1409,624.04,479.41,298.54,6.83,44.76,23.0,5.72,0.0
20231026:1509,510.76,367.23,265.77,5.52,36.67,22.94,5.38,0.0
20231026:1609,348.75,227.74,206.23,3.75,26.27,22.74,5.1,0.0
20231026:1709,232.16,204.36,98.91,2.21,14.54,22.43,5.03,0.0
20231026:1809,0.97,0.0,8.21,0.1,2.04,21.97,5.1,0.0
20231026:1909,0.0,0.0,0.0,0.0,0.0,21.39,5.17,0.0
20231026:2009,0.0,0.0,0.0,0.0,0.0,21.11,5.38,0.0
20231026:2109,0.0,0.0,0.0,0.0,0.0,20.93,5.38,0.0
20231026:2209,0.0,0.0,0.0,0.0,0.0,20.84,5.17,0.0
20231026:2309,0.0,0.0,0.0,0.0,0.0,20.65,4.83,0.0
20231027:0009,0.0,0.0,0.0,0.0,0.0,20.55,4.9,0.0
20231027:0109,0.0,0.0,0.0,0.0,0.0,20.36,5.03,0.0
20231027:0209,0.0,0.0,0.0,0.0,0.0,20.32,4.76,0.0
20231027:0309,0.0,0.0,0.0,0.0,0.0,20.39,4.69,0.0
20231027:0409,0.0,0.0,0.0,0.0,0.0,20.42,4.69,0.0
20231027:0509,0.0,0.0,0.0,0.0,0.0,20.33,4.62,0.0
20231027:0609,0.0,0.0,0.0,0.0,0.0,20.42,4.55,0.0
20231027:0709,0.0,0.0,0.0,0.0,0.0,20.5,4.48,0.0
20231027:0809,91.98,43.65,87.69,1.21,11.73,20.64,4.55,0.0
20231027:0909,57.4,0.0,86.11,0.97,23.64,21.26,4.83,0.0
20231027:1009,341.81,143.38,281.0,4.13,34.34,22.07,4.97,0.0
20231027:1109,535.36,342.81,323.43,6.08,42.99,22.81,5.03,0.0
20231027:1209,411.51,134.43,379.09,5.21,48.25,23.16,5.03,0.0
20231027:1309,703.7,604.88,283.3,7.7,48.79,23.39,5.31,0.0
20231027:1409,277.41,36.42,313.67,3.79,44.44,23.33,5.52,0.0
20231027:1509,329.39,114.96,296.11,4.09,36.4,23.31,5.72,0.0
20231027:1609,283.12,140.06,214.8,3.27,26.04,23.07,5.86,0.0
20231027:1709,203.85,159.13,108.57,2.03,14.34,22.66,5.72,0.0
20231027:1809,0.24,0.0,6.39,0.07,1.86,21.92,5.52,0.0
20231027:1909,0.0,0.0,0.0,0.0,0.0,21.5,4.9,0.0
20231027:2009,0.0,0.0,0.0,0.0,0.0,21.13,4.83,0.0
20231027:2109,0.0,0.0,0.0,0.0,0.0,20.87,4.55,0.0
20231027:2209,0.0,0.0,0.0,0.0,0.0,20.69,4.41,0.0
20231027:2309,0.0,0.0,0.0,0.0,0.0,20.63,4.28,0.0
20231028:0009,0.0,0.0,0.0,0.0,0.0,20.66,4.0,0.0
20231028:0109,0.0,0.0,0.0,0.0,0.0,20.62,3.59,0.0
20231028:0209,0.0,0.0,0.0,0.0,0.0,20.55,3.31,0.0
20231028:0309,0.0,0.0,0.0,0.0,0.0,20.42,3.31,0.0
20231028:0409,0.0,0.0,0.0,0.0,0.0,20.3,3.31,0.0
20231028:0509,0.0,0.0,0.0,0.0,0.0,20.27,2.97,0.0
20231028:0609,0.0,0.0,0.0,0.0,0.0,20.14,2.9,0.0
20231028:0709,0.0,0.0,0.0,0.0,0.0,19.93,3.03,0.0
20231028:0809,167.3,154.02,76.17,1.68,11.56,20.22,3.24,0.0
20231028:0909,385.2,350.89,129.12,3.86,23.44,21.03,3.59,0.0
20231028:1009,487.3,376.71,230.64,5.26,34.1,21.86,3.38,0.0
20231028:1109,550.34,389.48,304.87,6.22,42.7,22.7,3.17,0.0
20231028:1209,548.23,331.54,362.45,6.43,47.92,23.07,3.24,0.0
20231028:1309,449.78,184.32,382.44,5.59,48.45,23.31,3.38,0.0
20231028:1409,266.99,33.96,305.76,3.69,44.14,23.32,3.45,0.0
20231028:1509,167.93,6.72,213.58,2.46,36.13,23.26,3.45,0.0
20231028:1609,147.58,19.93,175.59,2.1,25.81,23.03,3.31,0.0
20231028:1709,74.2,14.93,92.9,1.12,14.14,22.55,3.31,0.0
20231028:1809,0.0,0.0,3.65,0.04,1.68,21.9,3.17,0.0
20231028:1909,0.0,0.0,0.0,0.0,0.0,21.24,2.21,0.0
20231028:2009,0.0,0.0,0.0,0.0,0.0,21.0,1.72,0.0
20231028:2109,0.0,0.0,0.0,0.0,0.0,20.72,1.38,0.0
20231028:2209,0.0,0.0,0.0,0.0,0.0,20.5,1.17,0.0
20231028:2309,0.0,0.0,0.0,0.0,0.0,19.84,0.83,0.0
20231029:0009,0.0,0.0,0.0,0.0,0.0,19.99,0.55,0.0
20231029:0109,0.0,0.0,0.0,0.0,0.0,20.0,0.48,0.0
20231029:0209,0.0,0.0,0.0,0.0,0.0,19.49,0.76,0.0
20231029:0309,0.0,0.0,0.0,0.0,0.0,18.89,1.1,0.0
20231029:0409,0.0,0.0,0.0,0.0,0.0,18.68,1.17,0.0
20231029:0509,0.0,0.0,0.0,0.0,0.0,18.73,1.17,0.0
20231029:0609,0.0,0.0,0.0,0.0,0.0,18.75,1.17,0.0
20231029:0709,0.0,0.0,0.0,0.0,0.0,18.17,1.45,0.0
20231029:0809,163.99,147.82,77.2,1.63,11.39,18.3,1.59,0.0
20231029:0909,398.7,381.33,120.84,3.97,23.23,20.54,1.79,0.0
20231029:1009,512.7,435.65,212.32,5.49,33.86,21.57,1.93,0.0
20231029:1109,553.37,396.23,306.03,6.26,42.42,22.37,2.48,0.0
20231029:1209,609.37,443.68,335.73,6.97,47.6,22.98,2.76,0.0
20231029:1309,346.48,77.62,361.57,4.62,48.12,23.37,2.69,0.0
20231029:1409,576.21,424.79,312.88,6.51,43.83,23.48,2.48,0.0
20231029:1509,240.33,43.18,265.61,3.28,35.87,23.52,2.14,0.0
20231029:1609,243.3,101.73,211.14,2.98,25.59,23.31,1.38,0.0
20231029:1709,190.54,147.71,108.11,1.93,13.95,22.73,0.48,0.0
20231029:1809,0.0,0.0,1.83,0.02,1.51,22.02,0.62,0.0
20231029:1909,0.0,0.0,0.0,0.0,0.0,21.48,0.76,0.0
20231029:2009,0.0,0.0,0.0,0.0,0.0,20.96,1.03,0.0
20231029:2109,0.0,0.0,0.0,0.0,0.0,20.52,1.1,0.0
20231029:2209,0.0,0.0,0.0,0.0,0.0,19.86,0.9,0.0
20231029:2309,0.0,0.0,0.0,0.0,0.0,20.08,0.55,0.0
20231030:0009,0.0,0.0,0.0,0.0,0.0,19.97,0.48,0.0
20231030:0109,0.0,0.0,0.0,0.0,0.0,19.86,0.41,0.0
20231030:0209,0.0,0.0,0.0,0.0,0.0,19.79,0.76,0.0
20231030:0309,0.0,0.0,0.0,0.0,0.0,19.8,0.62,0.0
20231030:0409,0.0,0.0,0.0,0.0,0.0,19.79,0.28,0.0
20231030:0509,0.0,0.0,0.0,0.0,0.0,19.72,0.21,0.0
20231030:0609,0.0,0.0,0.0,0.0,0.0,19.65,0.55,0.0
20231030:0709,0.0,0.0,0.0,0.0,0.0,19.76,0.83,0.0
20231030:0809,134.39,102.71,85.01,1.45,11.21,19.8,0.83,0.0
20231030:0909,390.49,374.06,120.88,3.9,23.03,20.67,1.17,0.0
20231030:1009,562.65,568.55,149.76,5.89,33.62,21.77,1.59,0.0
20231030:1109,674.88,697.81,177.1,7.31,42.13,22.53,2.0,0.0
20231030:1209,753.78,821.99,166.71,8.27,47.27,23.04,2.34,0.0
